"","g__Turicibacter","g__Parabacteroides","g__[Ruminococcus]","g__Sutterella","f__Peptostreptococcaceae_g__","g__Ruminococcus","g__Veillonella","g__Bacteroides","g__Eggerthella","g__Faecalibacterium","g__Coprococcus","f__Lachnospiraceae_g__","g__Neisseria","g__Haemophilus","g__Blautia","f__Enterobacteriaceae_g__","g__Klebsiella","g__Dorea","g__Dialister","g__Anaerostipes","g__Phascolarctobacterium","g__Staphylococcus","g__Actinomyces","f__Gemellaceae_g__","g__Akkermansia","g__Oscillospira","o__Lactobacillales_g__","g__Adlercreutzia","g__Odoribacter","f__Clostridiaceae_g__","g__Prevotella","g__Roseburia","g__Lachnospira","o__Clostridiales_g__","g__Granulicatella","f__Erysipelotrichaceae_g__","f__Ruminococcaceae_g__","g__Clostridium","g__Streptococcus","g__Aggregatibacter","g__Fusobacterium","g__Conchiformibius","g__Bifidobacterium","g__Collinsella","g__Holdemania","g__[Eubacterium]","f__Rikenellaceae_g__","g__Bilophila"
"1939.SKBTI.0669",3,768,343,844,25,271,3,3634,7,758,60,900,0,76,177,54,0,16,153,0,0,7,0,0,0,169,0,5,144,1,0,476,37,949,0,1,401,0,1,1,3,0,8,0,12,0,1046,0
"1939.SKBTI.0600",0,723,108,813,1,393,16,13688,8,3947,107,1576,0,14,881,5,0,60,84,3,0,0,0,0,0,211,0,7,134,1,0,1115,40,1874,0,17,759,5,2,0,0,0,186,7,9,3,1532,226
"1939.SKBTI.0556",0,252,582,2768,28,316,1,15539,3,2724,184,2498,0,3,452,7,0,75,189,50,526,0,0,0,0,547,0,1,0,4,2,845,0,914,0,175,1152,10,2,2,0,0,5,30,25,12,981,0
"1939.SKBTI.0563",65,636,105,591,182,2714,4,5329,0,409,63,277,0,1,102,19,1,32,361,58,44,0,0,0,0,38,0,2,119,40,1,157,94,435,0,36,1060,26,13,0,1,0,67,7,5,12,1219,237
"1939.SKBTI.0590",1,0,592,1,36,188,2,14059,0,345,54,1461,0,1,292,108,0,73,0,25,0,0,3,0,0,397,0,0,0,4,0,559,19,391,1,62,825,2,2,0,1,0,31,0,43,35,1563,110
"1939.SKBTI.0650",0,1116,731,134,72,25,8,12355,0,4,41,1820,0,24,106,62780,3,140,874,0,0,0,0,2,0,117,0,0,73,14,1,1,0,594,0,745,698,0,4,14,0,0,0,0,94,532,3,284
"1939.SKBTI.0594",0,50,106,1,5,0,2,3263,0,1099,0,660,0,2,77,1106,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,10,0,833,74,0,2,0,17,0,6,0,0,14,0,4
"1939.SKBTI.0665",0,165,401,182,0,52,5,13241,8,4835,249,1548,0,72,175,5197,1,145,952,5,0,240,1,1,6,80,0,0,101,0,0,80,0,1184,8,65,667,0,15,8,15,0,0,7,28,46,1339,550
"1939.SKBTI.0571",0,69,205,10,0,4,1,3665,0,597,6,653,0,2,163,30,0,18,38,0,0,3,0,7,0,17,0,0,3,1,0,11,345,60,0,19,124,0,4,6,0,0,0,4,0,9,6,46
"1939.SKBTI.0631",0,39,1127,1267,130,12,8,1708,0,765,28,729,2,117,39,905,53,132,114,0,0,0,5,0,1,28,0,0,7,26,1,2,12,95,24,597,107,104,60,5,10,0,69,0,0,5,3,45
"1939.SKBTI.0643",2,1374,1141,3369,91,245,7,11621,12,1619,120,2908,0,8,509,150,0,174,2720,0,0,4,0,2,2345,188,0,0,106,99,8581,1072,78,2102,2,616,1191,24,19,0,25,4,0,0,0,121,0,361
"1939.SKBTI.0632",0,15,121,244,2,5,1,2545,0,357,9,652,0,18,25,267,0,67,5,0,3,0,0,1,0,43,0,0,15,0,0,15,26,160,6,4,279,2,0,51,409,0,26,0,0,1,1,42
"1939.SKBTI.0619",0,192,203,23,3,102,21,10819,0,4394,15,1330,0,95,437,39,2,24,1034,29,0,4,0,0,0,32,0,1,5,1,0,85,332,872,0,522,240,13,8,23,1,0,134,0,0,42,131,1
"1939.SKBTI.0659",0,531,35,314,7,92,2,2973,0,855,51,277,0,0,102,31,0,7,141,6,0,0,0,1,0,71,0,0,49,0,0,141,36,260,0,20,423,0,5,0,11,0,80,4,4,0,364,42
"1939.SKBTI.0660",37,1051,319,96,201,333,5,6208,0,3319,82,1380,0,110,391,402,0,89,398,10,53,0,1,0,0,102,0,24,79,53,5,192,102,1463,0,114,853,20,34,0,2,0,59,13,2,0,1503,286
"1939.SKBTI.0634",0,1,701,0,18,17,3,7083,3,1143,80,2370,0,0,171,2927,0,437,25,1,0,0,0,0,0,21,0,0,0,3,1,46,144,1014,0,80,1586,7,12,0,0,0,192,0,70,5,7,0
"1939.SKBTI.0656",2,1,2621,3,92,5,28,8062,0,1123,1,3085,0,364,58,13906,0,17,0,0,0,2,9,3,0,298,0,0,0,1116,0,2,0,1626,10,1371,122,0,74,1,1,2,0,0,0,24,0,1
"1939.100191",17,0,40,7,14,474,3,12127,14,3823,608,863,0,18,400,2,0,110,24,1,205,0,6,1,0,122,0,31,0,5,0,42,188,288,1,92,2012,22,38,0,0,0,1,5,7,3,897,0
"1939.100225",0,1,286,0,32,129,0,87,262,368,122,693,0,1,2348,1786,0,505,44,0,0,0,0,0,5649,225,0,150,0,27,0,74,5,1146,0,628,148,43,65,0,0,0,839,1,0,417,1,1
"1939.100222",1,1023,160,554,2,264,0,4619,0,2460,114,528,0,5,418,3,2,166,0,45,77,1,0,0,0,87,0,5,5,0,2,504,95,206,0,16,1479,22,3,0,0,0,291,59,4,0,168,39
"1939.100226",0,997,2745,8,2,816,0,5807,3,2585,270,3004,0,0,1807,659,0,287,0,3,818,0,0,0,0,64,2,120,340,1,7,459,14,1761,0,5,1373,4,187,1,0,0,2,2260,21,14,670,0
"1939.MGH109682",0,44,66,38,0,6,1,2188,1,1,0,424,0,0,205,1009,2,547,49,1,2,0,0,2,1,7,2,0,0,0,0,0,0,5,0,35,62,0,7,0,0,0,0,12,0,5,1,0
"1939.MGH101089",0,340,932,0,1,58,2,6005,4,2,47,894,0,0,132,52,0,9,42,0,69,14,2,11,0,37,0,1,134,0,0,51,10,176,0,29,517,4,26,0,0,0,0,22,24,80,364,0
"1939.MGH102719",3,208,175,129,0,127,2,960,2,497,42,1184,0,31,152,0,0,151,0,0,219,0,0,0,0,303,0,1,18,0,247,1,1,666,0,24,391,23,6,0,0,0,5,50,37,6,68,141
"1939.MGH113364",0,0,198,0,0,0,0,4273,0,1,0,253,0,0,124,0,0,17,430,0,0,0,0,0,16,11,0,0,0,0,0,164,0,3,0,43,33,0,1,0,1894,0,0,1,0,3,0,0
"1939.MGH104884",0,101,1535,0,0,159,11,893,3,299,70,387,0,48,45,2,0,15,0,0,83,0,1,1,0,110,0,0,0,0,0,376,12,398,0,571,515,12,12,0,3,0,27,0,31,32,32,55
"1939.100052",0,290,4280,1,88,645,21,31292,26,922,163,1873,0,41,1684,2209,0,988,1060,0,1,0,4,2,0,400,0,0,0,7,0,85,1,487,3,1060,991,26,25,0,1,0,160,1010,0,33,2950,0
"1939.MGH101446",0,654,1562,1021,0,172,109,2327,0,1632,277,2228,0,44,527,3671,0,276,562,0,128,0,8,316,2290,166,0,8,16,1,735,129,57,325,3,254,859,4,24,246,989,0,1,182,12,18,11,376
"1939.MGH100826",0,1,1930,1,1,5,39,5495,1,8,44,353,0,20,226,2263,0,157,0,0,0,0,1,5,1,16,0,0,0,15,2,1,1,385,0,526,7,0,28,0,3,0,0,0,0,38,465,193
"1939.100065",1,392,2490,141,490,16,1,2010,95,938,39,963,0,4,735,129,0,2,761,698,1,0,1,2,0,214,25,0,0,966,0,19,38,1968,0,80,264,0,13,0,2,0,1683,0,6,118,509,48
"1939.MGH100079",38,19,2888,10492,485,143,26,252,55,224,45,7884,0,213,1886,3533,0,1791,51,13,4,0,1,18,0,3233,436,2,0,125,0,175,13,4899,24,2298,1079,25,78,12,0,0,5601,36,0,7991,170,0
"1939.100091",647,242,235,14,638,243,8,443,389,12030,1099,2764,0,12,5760,4,0,307,2239,0,1,6,15,27,0,215,0,0,2,148,1,3609,140,1246,14,2100,2077,968,2978,0,0,1,7406,0,20,48,40,0
"1939.100105",14,1624,90,156,485,1239,0,3318,60,984,587,1688,0,1,480,1,0,91,2212,0,0,0,4,1,0,261,0,97,25,467,0,46,81,1374,1,100,1614,22,101,0,0,0,3,0,18,16,486,0
"1939.100088",42,197,26,66,42,57,0,4868,14,1145,71,533,0,0,390,3,0,58,1,0,36,0,1,2,0,71,0,12,14,2,0,6,77,107,0,289,336,0,130,0,0,0,0,42,2,2,875,0
"1939.SKBTI.0690",0,162,178,725,11,4,0,2342,0,2847,74,661,0,25,234,8,0,39,1256,13,0,0,0,1,0,25,1,0,13,12,7198,0,93,199,1,521,538,23,4,1,15,0,46,28,2,0,28,99
"1939.SKBTI.0707",4,0,162,795,0,2,4,5367,0,604,65,566,0,12,128,29,6,98,81,0,0,0,2,0,0,87,0,0,0,1,1,11,0,706,0,15,165,1,16,1,0,0,31,0,0,5,0,0
"1939.SKBTI.0717",1,836,778,75,50,827,3,10056,5,11096,208,1823,0,2413,587,85,0,161,0,50,0,1,0,1,0,556,5,11,545,51,19,403,164,900,0,1445,2106,42,10,66,1,2,592,109,30,34,694,1
"1939.SKBTI.0733",0,0,575,57,4,4,35,5341,0,5664,159,1697,6,1042,102,140,0,76,318,1,0,0,0,2,0,28,2,3,77,8,582,14,32,797,1,189,455,6,17,83,50,8,8,30,2,3,46,162
"1939.SKBTI.0742",0,263,55,999,7,4,32,5477,13,1724,1,1208,2,210,154,209,104,58,547,0,132,0,0,0,0,38,4,0,115,8,1,16,0,177,2,124,869,1,2,13,4,2,47,0,9,3,2,0
"1939.SKBTI.0754",0,514,303,1173,21,124,1,3775,0,3489,108,744,0,13,99,40,0,44,0,31,0,0,1,4,0,240,1,0,188,4,3743,20,3,530,0,128,235,3,9,10,0,0,19,85,8,19,700,199
"1939.SKBTI.0755",1,673,174,3836,0,5,20,11522,11,105,2,975,0,248,30,49,0,693,0,0,145,0,1,1,0,283,7,0,1,23,24,0,0,619,3,535,94,0,23,3,7,3,9,33,2,11,0,813
"1939.MGH105057",1,872,830,603,13,656,0,3206,0,838,96,888,0,0,214,7,2,110,171,25,0,0,0,9,0,102,0,0,12,1,0,1075,41,935,2,518,1174,5,0,0,4,0,84,43,4,2,133,16
"1939.SKBTI.0752",0,0,20,1,0,0,325,4,0,1,0,1,0,270,1,1919,38,1,0,0,0,0,0,0,0,1,10,0,0,5,0,1,0,4,0,0,244,0,0,0,2431,20,0,0,0,2,0,0
"1939.SKBTI.0678",0,1,669,2084,0,7,15,12672,12,1676,56,2488,0,4668,30,1066,0,73,1,0,62,4,3,0,0,33,1,0,232,4,4,397,0,84,0,157,58,0,0,979,101,4,0,2,6,0,340,395
"1939.SKBTI.0682",0,727,129,509,22,0,4,5066,0,1032,11,295,0,0,121,19,0,15,8,0,0,0,0,0,0,17,1,0,0,8,1,8,4,128,0,242,23,0,2,0,6,0,1,0,0,0,0,0
"1939.SKBTI.0301",0,421,2812,2404,2,40,2306,40774,3,35735,180,8170,5,684,108,7559,4,11,14,0,22,0,5,30,4,188,1,0,18,3,7,13,39,809,3,1668,1440,226,28,77,126,17,149,0,1,43,45,324
"1939.SKBTI.0304",0,1518,598,933,28,65,18,13484,0,3536,254,2224,0,61,1067,378,2,139,2935,0,243,7,0,0,2,402,0,0,275,2,0,470,58,1071,2,293,693,0,27,8,45,1,74,0,0,9,831,152
"1939.SKBTI.0422",0,41,40,404,0,2,7,928,0,61,4,107,0,10,4,5,0,766,0,0,16,3,0,7,0,54,115,0,0,0,0,0,0,82,17,17,22,0,17,1,1,0,2,2,3,0,2,80
"1939.SKBTI.0872",0,0,265,280,31,292,8,13918,2,2385,67,510,6,17,166,1,0,37,868,0,0,0,2,3,2089,216,0,0,0,15,0,17,306,342,0,54,756,15,3,2,3,0,0,1,0,37,0,0
"1939.SKBTI.0362",1,411,10,9,1,0,1719,38810,11,8201,0,1310,42,7258,6,16142,35,4,229,0,0,1,3,56,2,28,2,0,1,2,3,4,1,64,16,78,1190,0,51,76,36728,3,1,0,0,1,67,0
"1939.SKBTI.0918",0,718,455,1020,19,0,109,9942,2,6616,34,1154,12,114,269,298,3,255,672,0,0,1,0,5,650,76,0,0,0,4,0,50,0,60,2,21,429,0,38,9,27,0,13,0,0,6,0,0
"1939.122078",0,0,771,77,21,653,1,2746,21,1069,1,490,0,0,2055,189,0,170,551,0,0,0,2,0,0,70,0,37,0,33,0,640,0,513,0,77,315,125,918,0,0,0,1082,93,6,10,54,0
"1939.122060",0,3,768,945,162,69,1,4417,61,46,553,1551,0,3,688,104,0,257,1117,92,0,0,0,0,1,160,1,0,0,14,2,795,0,1783,3,63,452,21,22,0,0,0,0,0,14,150,1,0
"1939.122076",0,1,854,1312,0,8,1,7171,1,1,458,1276,0,0,1124,0,0,385,0,0,653,0,2,0,0,8,0,0,0,0,0,4,113,596,0,116,349,0,8,0,0,0,642,0,0,6,0,0
"1939.122097",0,1575,218,83,43,328,1,5080,53,3956,266,1151,1,21,464,5,0,52,0,33,0,0,1,0,0,184,0,52,0,5,0,447,345,1694,2,173,1084,201,228,0,0,0,165,0,14,13,0,0
"1939.121969",0,36,178,136,7,24,0,1994,0,946,61,267,1,5,429,0,0,46,1,12,47,0,0,0,94,27,0,6,9,4,0,121,21,108,0,187,392,94,13,0,0,0,5,7,2,0,166,12
"1939.122062",0,1058,442,448,67,3454,0,3783,19,414,74,491,0,0,458,30,0,18,1721,98,63,0,0,0,619,324,1,53,43,27,1,37,11,446,0,417,1146,1,28,0,2,0,771,6,8,23,1337,210
"1939.SKBTI.0102.a",0,893,812,884,132,202,2,7610,0,8576,52,1884,1,32,10,36566,172,177,83,0,1,0,0,0,30,1,3250,0,123,116,4,3,3,85,152,425,811,166,1,9,11,2,183,0,0,1,308,10
"1939.SKBTI.0107.a",0,565,92,363,110,91,24,4746,0,2303,225,612,1,174,280,44,0,53,1371,50,0,0,0,0,482,226,2,0,62,26,4977,115,48,878,0,30,1135,11,124,23,63,0,85,0,0,0,449,43
"1939.122039.b",0,1346,153,1051,36,143,0,4112,0,896,408,1366,0,31,301,530,0,181,1694,0,108,13,0,38,0,228,0,0,0,30,2460,52,23,1942,2,732,646,4,9,49,2,0,133,102,2,5,0,0
"1939.SKBTI.0261.a",13,113,310,139,297,2,6,3673,0,1637,37,161,0,9687,48,4299,2,43,237,0,2,1,0,0,6,0,4,0,1,62,6,3,3,33,0,12,528,0,0,1040,17,0,94,0,0,0,7,73
"1939.SKBTI.0271.a",0,5,77,5312,198,39,839,5109,0,562,1,17,0,17597,3,49,0,1,195,0,0,0,0,24,3,0,3,0,0,36,5,2,1,71,44,2,88,2,386,1549,12502,0,1,1,0,0,1,3
"1939.MGH100695.b",0,1588,622,1170,36,183,23,7060,0,4715,1205,2175,0,130,395,9,0,258,1,20,0,0,40,0,4,308,0,0,0,6,7885,3137,757,1287,29,1309,5918,59,121,4,2,0,39,54,0,0,169,26
"1939.MGH103128",0,6,2,4,0,0,0,48,0,10,0,8,0,5,9,34,211,12,49,0,1,0,0,0,0,0,14913,0,0,1,2,3,0,4,8,2,5,0,0,0,173,0,1,1,0,0,0,0
"1939.SKBTI.1070",0,18,1165,14,25,9,11,18590,15,2373,680,3852,10,64,791,1611,0,67,0,17,2,1,4,0,0,145,0,0,7,2,1,21,35,1753,3,2119,1165,0,9,3,19,0,1132,0,24,53,14,2
"1939.SKBTI.1074",4,883,91,1714,49,2,25,13172,0,3552,122,834,0,689,240,105,0,51,656,15,47,6,0,0,2232,317,0,1,1259,29,2866,41,52,877,5,62,2085,44,98,0,2,0,9,4,12,0,4534,175
"1939.SKBTI.1064",0,204,1444,3250,19,24,5,19680,0,310,139,3272,4,502,84,537,0,91,9,0,5,0,4,2,0,23,0,0,4,0,1,8,1,497,2,2816,485,2,13,114,22,0,130,23,0,12,26,0
"1939.SKBTI.1069",0,9,1081,13,7,4,2,14598,18,1664,318,2590,0,19,647,1204,0,47,1,5,0,0,8,0,1,88,0,0,0,4,2,15,21,1091,1,2114,765,1,9,3,7,0,1279,0,31,46,4,5
"1939.SKBTI.1073",0,590,39,0,1,1,1,8017,2,3201,173,2028,0,8,134,106,1,59,0,3,328,0,0,0,1,273,0,0,0,0,4756,467,181,864,0,380,551,16,3,0,1,0,2,17,20,3,1521,193
"1939.SKBTI.1189",0,1234,205,1760,0,273,8,9893,0,6924,62,2008,0,42,196,14,0,187,1056,52,0,0,0,0,11529,488,0,0,2561,1,1168,117,54,1747,3,303,1141,8,24,1,3,0,6,0,12,4,4409,77
"1939.SKBTI.1076",0,23,6925,2247,13,8,142,8432,80,8442,64,1966,0,1618,300,1064,0,759,3,1,36,0,0,0,1,557,0,0,0,3,5,3,0,699,3,503,219,0,0,9,109,14,4,0,15,4,45,5
"1939.SKBTI.1115",0,728,194,713,23,0,26,8276,0,1689,92,1418,3,530,636,1646,0,231,0,5,55,0,0,0,0,60,0,0,217,12,0,166,78,305,0,77,362,0,6,8,3,0,0,0,2,0,915,12
"1939.SKBTI.1100",0,206,169,1144,0,15,3,12516,9,2598,36,1561,0,6,548,90,0,76,141,4,1,1,0,2,2,277,0,9,384,2,4,4,44,485,0,137,1205,3,19,1,14,1,2,8,24,9,766,78
"1939.SKBTI.1081",0,327,2687,3610,0,63,3,11649,18,1543,112,2451,0,1107,476,8,0,100,2,0,247,0,0,0,0,308,0,0,0,0,0,165,70,311,0,1,311,0,3,5,1,3,0,0,23,65,621,519
"1939.SKBTI.1114",0,72,6180,1320,0,32,196,8317,1,2849,81,489,0,70,120,10500,2,588,40,0,0,0,2,0,1,2,31,0,0,108,3,167,0,10,0,225,272,0,0,1,33,0,33,0,1,24,2,140
"1939.SKBTI.1145",0,509,843,550,29,301,32,8386,23,1384,384,2052,0,88,1098,286,2,497,0,0,0,0,4,0,1,254,0,0,144,40,0,675,183,766,2,573,520,19,10,0,0,0,57,1,5,79,323,145
"1939.SKBTI.1113",0,19,178,218,0,11,10,1081,0,268,1,51,0,11,9,18815,2,356,9,0,1,0,9,0,0,1,3,0,0,0,1,9,0,10,0,27,19,0,2,1,2,0,6,0,0,6,5,0
"1939.SKBTI.1129",0,156,892,2526,111,2,1,7635,0,2515,45,1211,0,60,39,476,0,136,1,0,0,0,3,9,3,0,0,0,0,18,585,28,0,122,0,175,266,0,1,13,354,2,1,25,0,2,56,335
"1939.SKBTI.1195",0,115,857,2217,22,3,1,13762,16,22,158,1488,0,6,214,2103,0,73,4,0,10,2,4,0,0,92,0,0,0,3,1,1,0,361,1,363,51,481,4,0,0,0,1,0,35,463,2,0
"1939.SKBTI.1208",0,71,255,80,15,3,25,9752,0,31,75,112,6,6089,10,3062,1,54,1,0,0,0,0,22,1,0,0,0,0,10,2,67,3,231,4,79,48,0,122,14,22,0,1,0,0,3,4,0
"1939.SKBTI.0979",0,4111,1344,1588,239,390,9,18000,0,3093,283,4701,1,63,1018,241,2,254,24,123,593,0,0,5,1097,222,1,2,155,79,12546,580,35,2237,0,282,2066,62,13,7,10,0,477,16,63,19,1522,112
"1939.SKBTI.0982",0,16,3428,20,7,1021,3,17193,8,930,408,3332,0,135,1317,112,4,105,358,26,0,0,0,7,0,226,0,8,221,0,1,346,6,3536,28,658,1342,0,17,1,10,0,6,3,55,658,938,2
"1939.SKBTI.0999",0,1035,926,2240,13,8,0,34456,25,2702,2014,3625,0,19,1175,49,0,43,8,9,348,10,0,3,2,99,0,0,95,3,1,504,73,163,2,206,1247,16,15,2,10,0,83,0,8,20,478,136
"1939.SKBTI.1211",0,4,680,4,5,5,318,6283,0,3676,12,711,0,5861,100,10807,0,0,1,1,0,0,1,0,2,0,0,0,0,1160,2,37,1,141,0,313,141,426,60,133,101,2,21,0,0,1,1,0
"1939.SKBTI.1224",0,1,860,1,249,7,237,10455,6,478,13,2041,1,548,136,1875,5,209,3,0,1,0,4,0,0,0,0,0,0,211,978,6,0,1,1,41,1068,0,2,2,1045,19,0,0,0,0,0,0
"1939.SKBTI.1004",0,411,410,1029,13,7,3,18334,3,827,79,1657,1,30,416,1818,1,12,0,0,0,0,0,13,9,92,0,0,1,24,1,172,0,1267,3,156,142,0,22,0,3,0,15,0,33,30,819,59
"1939.SKBTI.1007",0,46,659,3077,3,12,28,8266,15,5948,147,2425,0,128,203,11,0,650,19,0,32,0,0,0,3,68,0,0,26,0,0,11,0,598,0,374,785,0,0,0,158,148,0,0,9,16,19,307
"1939.SKBTI.1036",0,739,745,1454,54,364,9,10837,4,1994,91,1356,0,75,1741,617,8,70,1,47,363,0,0,0,19,243,0,16,192,11,1,769,251,1013,0,276,1308,89,35,1,56,1,10,48,19,21,2005,162
"1939.SKBTI.1015",24,1050,76,403,31,0,5,8145,0,4490,155,1604,0,110,195,419,0,42,1,0,326,0,0,0,0,114,0,0,20,7,12647,649,289,1004,0,266,728,1,18,93,5,3,16,2,7,0,111,18
"1939.SKBTI.1028",0,407,668,236,0,7,0,8055,0,903,5,598,0,3,79,1274,0,17,0,0,33,0,4,0,0,12,0,0,0,38,1,0,4,110,0,6,20,3,0,0,2,0,3,3,3,7,0,19
"1939.SKBTI.1042",0,577,141,489,5,10,0,13382,0,515,29,252,0,36,70,9347,1,47,8,0,2,0,0,1,0,6,0,0,3,1,2,129,0,63,4,540,41,0,11,0,4,0,13,6,1,15,24,22
"1939.SKBTI.1044",0,3430,708,5324,75,81,742,43778,18,2720,166,5758,1,313,609,511,0,73,305,0,1,0,0,7,1,197,2,0,180,10,3,1206,31,1865,4,627,1422,4,36,8,9,0,382,2,0,85,949,318
"1939.SKBTI.1039",0,256,575,6134,2,19,87,11712,21,3810,6,1360,0,101,68,3727,2,476,16,2,29,0,3,40,479,112,0,0,332,1,1,47,14,260,1,104,427,6,17,24,1641,36,2,25,4,0,484,698
"1939.SKBTI.1019",0,651,327,1001,0,34,1,10765,0,1460,15,1198,0,7,8,1214,0,92,3,3,0,0,0,0,0,367,0,0,415,0,90,34,13,484,0,76,318,1,1,3013,45,0,3,17,9,1,528,206
"1939.SKBTI.1023",1,3624,1248,5839,82,20,15,18122,8,1443,69,1714,0,9,270,899,2,260,2,0,0,0,4,4,1,77,0,0,1,40,421,29,0,379,5,853,254,30,24,1,4,0,314,388,0,19,30,105
"1939.SKBTI.1253",0,833,462,1273,7,4,3,13163,0,2362,20,1672,0,65,38,42,0,183,957,0,34,0,1,93,0,519,0,0,414,2,0,35,0,240,0,114,406,10,3,1,148,1,37,16,21,8,276,131
"1939.SKBTI.1256",0,3,1137,3,2,23,96,11474,19,2336,132,3744,15,2651,715,15,0,1278,0,0,208,0,1,0,0,58,0,0,1,0,1,81,0,508,6,132,411,0,76,1,164,0,2,0,18,671,95,284
"1939.SKBTI.1264",0,1344,132,1617,6,6,41,10905,6,922,1,813,0,21,184,91,0,168,153,0,0,0,0,0,0,92,0,0,0,2,0,502,0,2,0,53,100,16,18,5,54,0,6,0,18,9,1,150
"1939.SKBTI.1331",0,1078,1073,99,87,897,0,13150,2,6262,179,2263,0,1921,1053,50,0,154,0,36,0,0,0,0,0,270,1,6,408,4,3,762,285,1116,0,1071,1293,34,4,60,3,2,107,13,36,17,547,0
"1939.SKBTI.1317",0,290,272,382,0,0,211,6797,0,106,6,395,0,174,26,891,2,163,265,0,66,0,0,0,0,122,0,0,24,0,0,63,0,40,0,3,165,0,7,0,3761,0,0,0,20,0,118,12
"1939.SKBTI.1318",0,815,198,1377,1,9,6,12543,3,182,9,995,0,90,156,1716,0,36,0,0,234,0,0,0,0,81,0,0,139,0,0,337,0,124,0,80,210,0,2,2,581,0,6,3,12,2,388,39
"1939.SKBTI.1259",0,997,127,466,1,1,0,13859,0,540,25,265,0,6,50,47,2,40,27,0,0,0,0,0,0,390,0,0,284,0,0,4,0,402,0,1,168,0,2,0,1,0,0,2,16,6,1216,21
"1939.SKBTI.1303",0,21,849,2511,1,5,8,12125,4,885,68,3356,0,3264,64,983,2,89,1,0,65,0,0,1,0,29,0,0,197,1,12,611,0,109,0,250,122,2,3,622,58,0,0,7,2,5,362,272
"1939.121467",0,0,1987,19,194,51,134,22,142,2863,3,1748,0,0,6461,88,1,2636,212,0,0,1,8,0,0,16,8,340,0,144,2,706,52,297,1,796,497,52,2052,0,0,0,3657,1,8,483,0,163
"1939.121194",0,352,2043,102,534,4084,10,2358,64,4591,860,3144,0,2,5888,18,0,125,13525,0,0,0,6,3,0,238,0,199,14,408,0,331,0,2419,1,28,10808,1370,341,4,0,0,6,2999,0,27,484,167
"1939.121185",0,3,27866,1,3588,6,47,703,88,3,323,9776,0,3,41,15442,219,7,3439,1,0,0,20,35,1,39,214,0,0,561,1,8,2,30,34,4140,89,2,150,0,12,0,8,5,0,7366,1,0
"1939.121195",0,1169,8112,1312,180,220,2,6556,142,2,7,1749,0,1,8,189,7,2084,12815,0,0,1,4,2,1,719,0,0,26,34,224,5,2,5923,0,351,529,2,39,0,2186,0,1,7374,42,457,1,0
"1939.121219",0,3717,5848,0,808,281,4,15,0,9,0,4904,0,2,9361,3059,3,3391,298,0,2,0,41,4,0,339,123,0,0,154,767,1026,0,1702,14,1229,325,0,1280,0,268,0,5,1,0,1594,1,0
"1939.121282",31,0,2110,9,978,3169,81,1059,74,4,735,5059,0,64,2526,7302,1,147,17721,0,1,1,5,2,14,190,5,0,0,188,0,507,16,11061,9,682,5275,375,170,0,37,0,17,0,263,484,3,417
"1939.121308",0,7529,1437,767,0,395,70,16973,50,884,14,928,0,1,769,883,0,1200,11,0,0,0,0,3,6,1750,0,0,0,1,0,3,1,306,0,20,3410,4,126,0,36,0,2460,1157,0,28,677,235
"1939.121311",0,6,54,3,151,59,416,2570,0,5,4,1080,0,1,18,19017,8,200,11,1,0,0,12,0,1,19,507,0,0,680,1,2,0,1358,14,5795,6260,2,2540,0,2,0,3,0,0,1281,2,0
"1939.121445",0,0,75,0,6,281,0,916,14,1216,47,1137,0,3,1103,6,0,3,320,0,0,33,273,3,0,47,16016,1,0,1,0,57,4,133,18,269,622,182,456,0,1,0,64,1,6,3,0,0
"1939.121423",0,757,249,2278,124,9,57,5763,20,2,28,1846,0,0,504,163,0,39,4,0,1131,0,4,1,1,51,4,83,0,21,0,140,86,2077,1,8,419,4,26,1,0,0,10,240,0,5,517,69
"1939.121496",1,704,490,0,5,32,284,2328,0,2,250,638,0,0,448,2,0,336,2,0,0,6,0,2,0,409,17,0,0,0,0,16,0,378,4,9,327,1,53,0,1,0,1382,0,0,111,1,0
"1939.121476",0,0,278,19,95,7,255,0,0,0,23,1017,0,1,663,656,1,31,3,0,0,0,2,1,0,19,1,0,0,14,0,218,0,692,2,6,33,4,83,0,146,0,7,0,0,11,0,0
"1939.SKBTI.0264.a",0,0,312,58,14,0,20,20443,17,1176,28,1731,1,60,778,100,1,59,52,0,15,0,0,0,1,410,0,0,0,0,4,157,0,206,0,284,1000,0,28,1,0,0,23,0,38,6,1672,165
"1939.SKBTI.0756.b",0,0,274,1,0,24,0,17596,0,2,244,828,0,2,771,14,0,289,3,0,0,3,0,0,1,71,0,0,0,3,6,2,0,16,0,15,23,1,28,0,1,0,0,0,1,1,1,0
"1939.SKBTI.0764",1,327,131,146,0,166,7,4751,0,791,61,622,0,178,119,5,0,14,0,25,102,0,0,1,0,194,1,0,82,2,3,115,6,603,0,0,603,7,0,0,0,0,0,0,0,0,569,152
"1939.SKBTI.0758",0,218,536,675,567,1,51,4137,0,1239,27,1022,0,1052,332,18621,0,113,10,0,25,17,1,26,136,246,0,0,1,237,1,2,0,302,31,176,237,0,138,54,27,0,48,6,1,32,45,12
"1939.121477",0,2,5776,0,577,3,510,600,0,7,3,10,0,0,16,7896,6,1560,6,0,0,2,4,0,1,1,3,0,0,113,0,1,2,10,0,223,2,57,62,0,1,0,5,30,0,1,0,0
